text,label
butuh kambing hitam derita rasa sedih mender,-
ni rasa camera nampak dosa besar,-
asa bodo harini lupa park kereta kat mrt pastu selamba je naik grab dah tengah jalan jerit,-
ibu ngomong males punya anak males dalem hat,-
curiga nct bazzi nct djkhaled nct chainsmoker iyain,-
tuh diginiin lemes,-
sirih km,-
kadang tanya tanya salah dosa sayang cinta suci buang buang,-
hati kecewa sedih sorang je tahu tahu,-
1000gb taknak beli,-
benci betula start motor ni retiiiiiiiiii,-
4k atas,-
gatau jago bikin nick,-
tbh keluar rumah pukul 6 45 pagi then rumah dlm 8 30 malam hariebab jem and jauh,-
nyemangatin gabisa nyemangatin,-
maaf senyap story mu munafik salah satu cara henti nikmat rasa kecewa,-
takut dunia mati 1 ngecewain 2 bahagiain 3 hilang d,-
srs tgk aduhhhh mcm sakit nye tuhan,-
duh bangchan mas shock,-
mampos malas dah layan perangai hawau,-
nggak baik baik kangen,-
dah sakit hati muka tu malas tengok,-
maljum lelah tani tugas lihat wajah stres sayang,-
sakit hati rasa mmg panjang hidup mc,-
tolong kacau sayang fikir mcm asa kacau buah hati,-
takada rupa je takada asa,-
sedih rasa kadang kadang doa doa makbul hamba baik allah pe,-
mulut kata terima daya tua tanya,-
huhiapa setan tahu alas tahu asa bunuh kogoro mouri,-
sungguh jaga je henti berpura2 jaga paksa perl,-
kadang2 rasa paksa takde pilih stay taknak nampak kejam pergi,-
putus hijab pancung habis ni perghhhh,-
maaf baru nyampe kali sampe kering klo kering mah angkat j,-
duh timeline twiterku receh tida sanggup,-
bab haiwan ni sensitif salah kucing tu masuk dryer mati seksa bo,-
luwih telat nemen dripada,-
tuh bacot bgt hyung hyung masa hyung gaada gituu,-
jane mbiyen karo ngasi wis saiki wis dadi,-
kurang cukup satu,-
babi asal hibur iman siakk,-
ternodaaa ndeerr,-
butuh peluk pukul butuh terima hakim butuh erti cibir butuh te,-
dasar lelaki kerdussss mon maaf nimbrung,-
assalam lelaki ingat jalan jauhelekoh belok2 rujuk maps even pergiekali je,-
dah cepat move on ni rasa benda pergi mampus,-
faak,-
jumaat kls smpai ptg pack gila,-
apple rilis barang baru bodo karna sadar misqueen,-
hilang,-
harap makan janji manis org dah lepas ni cukup,-
nyaman lanjut ninggalin butuh jelas,-
beli baru 100k mahal2 kemaren beli mahal 100k rusak kampret,-
rindu senanye tu,-
gipewei sedih nih seokjin fllw rep pict seokjin tag klo doain gpp gpp,-
ngambeque cerita,-
snapchat can stick chat for 24hrs helo forever dah lupa member cerita malam ingat dah,-
capek kurang tidur pilih makan hubung orang2 sayang dll rasa tenang,-
cuaca ni malas klua beli makan,-
dah ubah sorry i wont turn back anymore sbbnya dah penat benda,-
geram lahh dah tulis kat whiteboard pergi padam kang cakap kerja,-
now dah malas duli mintak tolong ka cerita ka dengar ja peluang bserta hati mohon maaf,-
kutuk,-
thread anjing at first ingat masalah mah ni cakap pasal insecurity masalah psycho rupa rupa,-
kiri mikir memporak porandakan hati kanan you wrong hunny baik baik bahagia,-
suka tu cakap je babi takyah acah acah baik,-
betul jg tdk tuju takut kata disentri n selfie,-
coba temen temenmu suara tawa kenceng percaya jg jerit hati pa,-
allah tuhan jauh dr duga aminnn,-
sayang sayang jaga jaga thank you allah atas tunjuk,-
coba berani takut rin,-
tengok senang automatik dengki,-
karna ganti rambut bikin ambyar ken ahh pulsa 5k miskin flop lanjut terus bsk sore umumin,-
allah jantung henti seminit lepas baca nama naz tu,-
tp ngerti sh maksud,-
ingat gagal tadbir negara elok je salah bn tanding penting parti pon salah bn,-
daerah coba ngehargain sembar,-
ganti presiden ganti ganti adab akhlaq tua pulung mun,-
tu perempuan kena jaga jaga muka malaikat kadang2 perangai syaitan jugak camni lari laju teruk,-
terkadang perlu bentang jarak arti kata rindu,-
ohhhhempat jmpa lgi ckup bulan 9 ni balik melaka huhuhu,-
tkda masa do baik baik org talam ni skrg mcm babi,-
gaduh bestfriend ni sumpah sakit,-
diingetin diingetin e ae suka lupa hehe,-
ak sanggup tgok sedih nie,-
buset dah pasrah klo ketemu ginian,-
kasih tahu benernya tetep kayak pesan ambil biar bodoh gws hoho,-
maafin lupain,-
pilih pasang hidup susah pilih hasil lewat susah susah,-
korang u know perempuan zaman suka laki2 try hard ni kerja tunjuk badan je,-
halahhh curang,-
huhiapa setan tahu alas tahu asa bunuh kogoro mouri,-
penat dahh sanggup taknak cakap mcm tunggul penat takkk,-
kaya ex opis ni main campak2 layer 2 switch,-
surah an noor ayat 2 perempuan zina lelaki zina sebat keduan,-
lom period nang emosi bencik kelaka benda jak org aneh2 nok sik,-
kakak,-
rindu bebi,-
hari bakal hilang berkali2 lipat dr pulpen mgkn mikir sepele cm pena tp,-
allah sungguh ni takot,-
tahu pak ahok nyindir yahc dukung dendam pak ahok usut jabat brengsek pantesan bis,-
pdkt trs gebetan nanya deket deket jawab mati,-
gimana tirus ngasih cokelat mulu,-
khas suami curang isteri ret appreciate isteri kaki betina betapa besar korban seorg ibu,-
daritadi bales,-
sadar tuh kangen bangetama kamuuu,-
like kena jaga hati org and rasa je join plan haishhhh,-
tidur still fikirkan sayang okay tu tidur lena perlu ka,-
sebenernya dulunya smpet pacar trus putus ewita tau2 dikabarin bikin masalah,-
hari cerita sentuh bunuh teman facebook buka kisahnyaemoga,-
kata rindu daya tahan rasa pulang percaya rindu,-
anjir anjir seronok kata pasal break off manusia tu nahhh dah lepasni salah dah,-
sedih cerita dr patient huhu makcik nie masuk ward heart attack baik sngt suka tegur senyu,-
nang baca komik ni,-
perempuan perempuan mesti sakit sayang layan pempuan melaink,-
anak senang pakai ala kadar je rupa pon takde harta rendah dar,-
pening,-
sorang je rasa ayam kfc,-
jawab bilang gamau gausah hargain peduli k,-
pantang tengok mak pak bodo n bodo anak misbehave kat public,-
bzzzz wtfff rennn ama dokter cowo cewe,-
kisah sedih harini ingat dah bukak tutup tupperware ni,-
kmu skrg suka tidur duluan kecewa,-
susah jugak muka ganas niampai mak kata muka samun mcm,-
dwita akhir nggak manggil sayang punya,-
salah intropeksi,-
lahir senang mati duluan kata kakek lihat sarung mikirkeras,-
hadoiii penat tengok lari,-
igt nk amek pakej bayar bulan tp mcm xkeluar pakej nk beli terus woah nang asb kang,-
sabah kasitau pulau selamat biar dorang culik betul betul abu sayap,-
benci ambil hak bebas kaito kid,-
chanu mulu sih molor gih ngebacot cantik,-
gamau cape ehh icung,-
guys pusing dapet tiket fansign gabisa nonton ic jkt pikir bong terus terus sampe sedih te,-
harap dpt titik dua bintang hug tp harap satu titik hatimuteffy ai,-
kapel jelek,-
takde gf takpe imaginary gf also can lepastu gila sekian,-
menyeksa kucing ingat haiwan sayang nabi muhammad a w,-
hmm hmm iri karna ngechat ceritain hmm,-
nyata goblok fantastik jujur patut apresiasi,-
kelak rindu hati rumah nyaman huni cinta,-
gara bacot kek,-
5 39 78 aero 39 74 8hp boong,-
bom dapet huhu,-
ora bakal mbatesi koe ameh ngene ngono mergo yen koe cinta koe mudeng pie carane njogo ati ben ora cemburu utowo,-
gabisa ngebacot,-
when bestfriend say kahwin je erkkk krik2 kawan je,-
bodola emma murung harini,-
me malas jaga hati also me hmm hati pulak,-
fakap betul pergi makan ramai2 happy2 tetibe badmood woiiii makan je woiii,-
satu satu nyata stalking maaf lupa,-
dosaaa kutuk nih ka jeno,-
ko lek jap block,-
foto bayi asli anak nder ngga sensor wajah kasi loh bayi ngerti dosa tp,-
hi iblis ter rapat janda anak satu baby isu ex husband kawan baik be,-
mudah sian langsung sian kesi,-
loner tengok benda ni,-
confuse jual kt malaysia ni asik tunjuk kaya je jual show off tunjuk kaya then,-
sumpah suka rasa second choice best tunggu dah and still,-
bodoh lawak ni bodoh heheh,-
logik nk cakap is pung pang pung pang bela nasib kucing dobi tu takde pulak kutip kucing jalan y,-
kesel makam sarean bapak penuuuh bener2 penuh atur ditumpuk2 de,-
sorry suka laki jaman suka semena kasar i,-
cekap main tarik tali ni masa cinta pintu tulis tarik tolak a,-
temen padang nge dm jun kangen terus jawab abis bales respon gw dingin,-
arti punya anak hmm guna,-
bahagia bahagia celah,-
silap fikir,-
dara pergi kenduri kahwin lepas tu ramai lepas tu risau tempat duduk htt,-
musnah cara halus anggap sih males ngejb,-
faham,-
aww infeksi ayo maju loe gelut,-
vote mwave music chart h 5 mass voting voting serentak 1x vote per akun per hari,-
yah telat gblh ikut,-
jujur sedih h 2 akhir bandung tp ayam geprek fav pindah tempat gabisa sen le,-
enggan lepas hati satu goda hati kemaruk manusia,-
benda bodoh women kena blame pulak ni benak da kait bodo org blame pompuan bunuh binatang,-
mas lak seng wara,-
ay bkin lirik ngerendahin perempuan rujuk s x paham hbgnnya s,-
tengok video diaorang seksa kucing ni baca benda ni menang,-
ok gamau dateng nikah,-
hancur habis hati,-
mbok ngutip pilm nasionalis kek misal tuh bingung nyenengin,-
kamvret kayak niat jual yakali exp bahan makan 10thn langsung blockir seller macem gin,-
ken marah gin gin penanggungjawab soal dokumen mbok ce,-
mandi malas suruh ngejar ngejar mas,-
marah hamun tetibe pasal mende takde kait kene tuduh ii mulut,-
salah able,-
kata pakwe sanjung mak datang tanya makan minum layan mcm tanak je haih sedih tengok,-
keje mcm nk mampos mcm gin,-
zaman ceklis biru whatsapp sakit nggak langsung dibales last seen n,-
aq manggil dek nggak ngerti lupaaaaa semwa,-
ramai aktivis mahasiswa tuju atleast tunjuk sikit nilai adab,-
bangsat carut 1st hari jumaat ni p kat budak ni lawak nau tu,-
eirockya radal pim jg enak sih imo rasa soto aeon,-
sesal tolong org mcm fikir ni ubah hakikat ubah,-
blm dapet oi,-
boys out there girlfriend panggil babi babi leave her immediately it is toxic relationship you deserve mor,-
sikap teman kantor sikap bos pen gw tajong,-
doi bikin gedeg emosi giveaway pulsa 5k 2 inierius umumin beso,-
suka fake hope kat,-
apadaya cuping cte bawa lahirr,-
cakap sedih sedih most of the time tutup mata dah cenna burn 15 hinggit,-
nctea gifnya tengah detik baper panjang,-
kaji rasa kian kerap resah jiwa mejam gelap ruang olah hadir da,-
lelaki trash arghhh,-
rugi vote cantu hmm,-
sedia hadap sebarang relay ni im sorry,-
hati satu patah dua patah satu bawa pergi sia,-
tampung patah hati murung anjak cinta retak,-
ntar tagih tipsen truss,-
bercandaekatzun sayaaaang maafin,-
sedih pasal kucing dobi tu mamat tu kerat 14,-
a ngapa ngapain,-
galak,-
titik air mata bayang betapa terseksa kucing betina bunting tu mati lecur mesin dryer kedai dobi taman,-
bnda tu lgi mals dh nk rayu,-
complicated btul usha dak2 ptptn,-
unfollow olshop seliwer ig goda gatahan godaeriusan,-
pamit cari,-
serah hadap kemarin yakin ikhlas ikhlas,-
hati mu,-
sejuk gedi kat jetty ni sesal bawak jaket,-
diam taknak gaul penat sembang kosong,-
i would but kurang bermoney,-
jauh lelaki ni,-
army bts tonjol dri smuanya army nafas disalahin jalan disalahin,-
decide resign ni pujuk offer gaji 2k taknak weh payah tunjuk baik,-
lohhhh masaoloh beemu mu tempatepei heh tan balik anjerr,-
vi vi vi vi vitachimin hyeongie kaaa aangen hyeongie gemas kayak squishy chim,-
mna rasa tu depressed smpai rasa nk suicide tu kene dar skit oku pn rasa depression tu mcm,-
latih nggak bakat bakat,-
pusinggg bingung takut hemm kudu piye iki,-
makan makan kering tu ja kesi ade selera perut tu bg makan,-
idm merinding,-
ni sikit2 butthurt anjing tahu erti sakit hatialam jumaat bye,-
hari jumaat jgk nk sakit hati haihh nk racist tp mmg bangsat perangai mcm ni,-
halla nggak minat ngenalin zn noona,-
kerja last mute sumpah penat gila hm taubat pon tahu hahahahahhahahaha ni dah 2nd time,-
ni tempat puas nafsu je babi,-
91mateskuuu kaya anak ilang,-
nih uda mencak2 nyoh makan nyoh niat minta maaf malu,-
bye salah hi salah,-
takut cowok usaha generalisasi but somehow it s pretty hard,-
perempuan layan sgt lelaki,-
sedih dengar berita kucing masuk mesin ering tu dah kucing tu bunting allahu,-
yaallah suruh kari colot paran alias kampret huhu,-
dah penat ria dah penat diam dah penat muka dah penat sakit hati dah penat pendam dah pen,-
ahh gituu gasuka,-
dah hati reply chat with strangers like hi what is yr name tinggal anak baja,-
huh dua tu pasal benci mathematics,-
batas keti pake asa,-
ajak,-
ra nguros,-
follback plis gausah terror2,-
keras gampang baper,-
untung umur hidup pakai turut duka hiyori asahina,-
lagu sedih brader tu sesuai utk gara gara math,-
pergi dah baik ingat tu sempurna baik sanga,-
rasa,-
k start from now kena kuat k ria act like u dont care anymore,-
space memori lelaki kosong perlu ingat benda bodo pakai 6 tahun lepas salah 3 tahun lepas mak,-
this seller is rude af ngeliat thread os ampe ngatain miskin lol da,-
nun mati ketemu ba iqlab masa ketemu gajadi ijab,-
me trs knp km g msk hukum un r her kemarin dpt org dlm tpi suruh bayar 500jt,-
sih ngerasa doa kabul tahajjud kabul tuh gimana c,-
yakin sama2 cinta nkri cinta presiden nkri sah mamp,-
ajar rendah hatiebab nampak jauh jahil allahhh rindu zaman ajar,-
benda rasa perlu bawak gurau 1 rupa paras 2 bentuk badan 3 insecurities contoh gagap pas,-
mula mula okaylah whatever then baca artikel rupa tanding clean tok mat so,-
sayang,-
jahat tu nda ena njir gajahat,-
cemburu sayang,-
dah dah post pasal kucing kena seksa tu rasa nang rumah dah 10 ekor bela dah mcm,-
bahaya,-
sinetron indonesia video satu bikin ngga komentar,-
gegara by,-
tahun ni betul duga banding last year betul cakap tingkat umur bany,-
klo sih mundur,-
member lgi penting dri,-
selesai tengok prisoners korang suka film crime thriller tengok cite ni layan jugak anak hugh jackman dg,-
ngapain kode mending langsung love,-
i miss my bestfriend time sekolah rendah ainin dah plan taknak lupa pindah sekolah gaduh an,-
moga foto nyebar hubung engkong jaman sekolah bentuk puyeng,-
muke buruk sgt lancau,-
sumph ye pagi bngun trkejut sbb mimpi die,-
asa malu ngga sih reply instagram story,-
sedih gantungin dm nih mikir,-
lemaaaah balas dendam gimana,-
saking bego suka,-
makan baperin baperan uuuuuini yuk,-
gua stress ngeditnya jaemin allah mileamu,-
gatahu lihatin mulut males benar wlwllw,-
minta dedi ajah bokek,-
stress allah hadap kerja ni sumpah rela ajar,-
dengar kata menang keluar suara sakit benar now i feel that,-
cerita seram kat bilik,-
meh pastekno ora iso kondo,-
inget neraka cing bulu kena pedih api neraka,-
pir jarang up instastory iyaa ni malas hati jarang up up k,-
takde hm,-
kurang sih jawa cuman turun jawa bapak sunda mamak suruh mil,-
pikir keliling wajah keliling hati,-
kayak gapapa klo tahan baik mundur drpd mengaruh psikis,-
ngeselin driver bilang mbak cancel centang driver asked to cancel ajar,-
lihat 4 perkara lihat 2 perkara lihat 1 ikhlas terima masa silam ak,-
ret chat org reply patah patah ni eyy,-
ni disgusted when a guy tells how women should dress just to elak nafsu ni,-
rpw ken bodo misal mafia acc punya prinsip beda acc beda cerita tp tetep rasa sedih s,-
jual username gt lt,-
post gambar kote bising or sampah ni,-
punya gaberani nikung,-
kadang rasa sakit je lantar hospitalebab tengok peduli datang tengok family,-
ko rindu,-
apa2 ubah penat marah sedih just penat,-
peras tengok politik malaysia ni member rasa kepala jahat,-
tipu percaya sbb yelah ni jenis bodo bodo cepat ercaya hm ntahla wak,-
sorry wehebabusahkan suka kawan cakap ni kawan tolong tu dah tan,-
creepy sia katil baring je ngantuk,-
diam saben,-
santet beneran,-
benci soal bala amelia dh takde duit nk pinjam pinjam lak cb tul pastu lak kena kire,-
ughhhh markah paper physics td serious kecewa,-
sih nyoba hehehe,-
jantan alfa amp induk bunuh leher bayi ikat hewan pelihara beli amp pelihara anak,-
faham pakcik ni bebel sorang sorang kata melayu ehh tidur payah,-
hmmm kena diem lho,-
insecure girls kulit licin licin muka kaca ni kaca retak je hsuwduhfjsnfbei i hate bre,-
asal hensem je laki org ek ehhhhhh marah ni,-
mangkane akuimpelederhana terima pancasila falsafah nkri kepingin ganggu utuh nkr,-
lelaki je trash perempuan,-
ngatain nuna cantiq nuna alay,-
dh kata isap,-
jg pusing liat,-
rpin istri ong,-
enak ngajak tuh karna jauh,-
syuting yaampun merinding allah ampun akuekalian doa smg manfaat,-
gara2 ngobrolin soal charm tampang ingat mantan w aga kurang ajar bilang sih,-
sbb math nang huh,-
jauh d ruang jendela renung bisik kenang silam thu sgalanya bgitu percaya janji satu,-
sekuranye takdelah selok jantan betina weiii mentality mcam sampah ek even dah habis sch ing,-
mashoook pak ekoh,-
dah perkara benar and sesal yeah,-
overthinking cuz flight mlm ni malas gile dah tengah demam,-
nulisnya gbs nyante baca nyante,-
yezza if sayang sahabat 8 9 tahun lupa gaduh 5 minit its really hard salah sorang,-
anj staghfirullahaladzim luy baik kirim2 kaya gin mah goda,-
andai n paham prasaan benar,-
tengok niiiii rasa hati pukul tu jugak weh sakittttttt kesi anjing tu,-
bilang cebong suka begadang bilang kampret dukung pak duhhh bingung bgt tuhan,-
yakin lupa,-
